system,sr_no,id,code,term,short_definition,long_definition,reference,ontology_branches
Ayurveda,2463,2553,PE-6.24,kRucCrasAdhya-lUtAviShaH,"the disorder is characterized by śirōduḥkham [headache], kaṇḍūḥ [itching], daṁśē ca vēdanā [pain at the site of bite], viśēṣēṇa ślaiṣmikavātikāḥ gadāḥ [disorders due to aggravated vāyu and kapha]","the disorder is characterized by śirōduḥkham [headache], kaṇḍūḥ [itching], daṁśē ca vēdanā [pain at the site of bite], viśēṣēṇa ślaiṣmikavātikāḥ gadāḥ [disorders due to aggravated vāyu and kapha]",,
Ayurveda,2464,2554,PE-6.25,lUtAviSha-dinArdha-avasthAviSeShaH,,,,
Ayurveda,2465,2555,PE-6.25.1,lUtAviSha-prathamadina-avasthAviSeShaH,"the disorder is characterized by īṣatsakaṇḍū/kiṁcit kaṇḍū [mild itching sensation], pracalaḥ [shifting , indistinctly coloured urticarial patches], avyaktavarṇaḥ [indistinct coloured], kōṭham [wheal like skin eruptions], sūcīvyathavadābhāti [feeling of something pierced by needle], rujā [pain]","the disorder is characterized by īṣatsakaṇḍū/kiṁcit kaṇḍū [mild itching sensation], pracalaḥ [shifting , indistinctly coloured urticarial patches], avyaktavarṇaḥ [indistinct coloured], kōṭham [wheal like skin eruptions], sūcīvyathavadābhāti [feeling of something pierced by needle], rujā [pain]",,
Ayurveda,2466,2556,PE-6.25.2,lUtAviSha-dvitIyadina-avasthAviSeShaH,"the disorder is characterized by antēṣu śūnaḥ/atyunnataḥ antēṣu [seat of bite becomes swollen at periphery with depression in the centre], parinimnamadhyaḥ/madhyē nataḥ [lesion centrally depressed], pravyaktarūpaḥ/vyaktavarṇaḥ [clinical features more manifest on second day], piṭakai ācita iva [covered with papules], kaṇḍūḥ [itching], granthisannibhaḥ [nodular appearance]","the disorder is characterized by antēṣu śūnaḥ/atyunnataḥ antēṣu [seat of bite becomes swollen at periphery with depression in the centre], parinimnamadhyaḥ/madhyē nataḥ [lesion centrally depressed], pravyaktarūpaḥ/vyaktavarṇaḥ [clinical features more manifest on second day], piṭakai ācita iva [covered with papules], kaṇḍūḥ [itching], granthisannibhaḥ [nodular appearance]",,
Ayurveda,2467,2557,PE-6.25.3,lUtAviSha-tRutIyadina-avasthAviSeShaH,"the disorder is characterized by dvitīyadinalūtāviṣalakṣaṇadarśanam [clinical features of second day], antēṣu śūnaḥ [seat of bite becomes swollen at periphery with depression in the centre], parinimnamadhyaḥ [lesion centrally depressed], pravyaktarūpaḥ [clinical features more manifest on second day], jvaraḥ [fever], rōmaharṣaḥ [horripilation], raktamaṇḍalaḥ [reddish circular lesions], śarāvarūpaḥ [like an earthen saucer], tōdāḍhyaḥ [various types of pain like pricking sensation etc], rōmakūpēṣu raktasrāvaḥ [bleeding through hair follicles]","the disorder is characterized by dvitīyadinalūtāviṣalakṣaṇadarśanam [clinical features of second day], antēṣu śūnaḥ [seat of bite becomes swollen at periphery with depression in the centre], parinimnamadhyaḥ [lesion centrally depressed], pravyaktarūpaḥ [clinical features more manifest on second day], jvaraḥ [fever], rōmaharṣaḥ [horripilation], raktamaṇḍalaḥ [reddish circular lesions], śarāvarūpaḥ [like an earthen saucer], tōdāḍhyaḥ [various types of pain like pricking sensation etc], rōmakūpēṣu raktasrāvaḥ [bleeding through hair follicles]",,
Ayurveda,2468,2558,PE-6.25.4,lUtAviSha-caturthadina-avasthAviSeShaH,"the disorder is characterized by lūtāviṣakōpaḥ [severe features], mahān śvayathuḥ [excessive swelling], tāpaḥ [hotness], śvāsaḥ [breathlessness/difficult breathing], bhramaḥ [giddiness or dizziness]","the disorder is characterized by lūtāviṣakōpaḥ [severe features], mahān śvayathuḥ [excessive swelling], tāpaḥ [hotness], śvāsaḥ [breathlessness/difficult breathing], bhramaḥ [giddiness or dizziness]",,
Ayurveda,2469,2559,PE-6.25.5,lUtAviSha-pa~jcamadina-avasthAviSeShaH,the disorder is characterized by lūtāviṣaprakōpavikāraḥ [various disorders of aggravated poison are produced],the disorder is characterized by lūtāviṣaprakōpavikāraḥ [various disorders of aggravated poison are produced],,
Ayurveda,2470,2560,PE-6.25.6,lUtAviSha-ShaShThadina-avasthAviSeShaH,the disorder is characterized by sarvamarmapradēśāvaraṇam/marmavyāpanam [poison widely spreading completely envelopes all the vital regions],the disorder is characterized by sarvamarmapradēśāvaraṇam/marmavyāpanam [poison widely spreading completely envelopes all the vital regions],,
Ayurveda,2471,2561,PE-6.25.7,lUtAviSha-saptamadina-avasthAviSeShaH,the disorder is characterized by vyāpādanam/ hanti jīvitam [death],the disorder is characterized by vyāpādanam/ hanti jīvitam [death],,
Ayurveda,2472,2562,Q,AhAravaiShamyam,,,,
Ayurveda,2473,2563,SQ80 (Q-1),hInamAtrAhAraH,"It is characterised by altered appetite, weakness, emaciation, lack of concentration.","It is characterised by altered appetite, weakness, emaciation, lack of concentration. This may be explained by: (a) Vitiation of Vata, leading to decreased body strength.",,
Ayurveda,2474,2564,Q-2 (SQ2Y),atimAtrAhAraH/AhArAtiyogaH,,,,
Ayurveda,2475,2566,Q-3 (SQ2Y),viruddhAnnaBojanam/viruddhAhAraH,,,,
Ayurveda,2476,2567,Q-4 (SQ2Y),jA~ggalamAMsAtyupayogaH,,,,
Ayurveda,2477,2568,Q-5,ekaSePakShIrapAnam,"the disorder is characterized by bāḍham uṣṇam [extreme hot], jaḍatākaram [dullness/ frigidity/inactiveness], laghu [light in nature], śākhāvātaharam [relives vāta in śākha], sāmlalavaṇam [salty and sour]","the disorder is characterized by bāḍham uṣṇam [extreme hot], jaḍatākaram [dullness/ frigidity/inactiveness], laghu [light in nature], śākhāvātaharam [relives vāta in śākha], sāmlalavaṇam [salty and sour]",,
Ayurveda,2478,2569,Q-6 (SQ2Y),uShNavIrya-dravyAtiyogaH/Agneya-dravyAtiyogaH,,,,
Ayurveda,2479,2570,Q-7 (SQ2Y),navaguDa-atyupayogaH,,,,
Ayurveda,2480,2571,Q-8 (SQ2Y),SAlidhAnya-atiyogaH,,,,
Ayurveda,2481,2572,Q-9 (SQ2Y),tailasevana-atiyogaH,,,,
Ayurveda,2482,2573,Q-10,madyapAnAtiyogaH,,,,
Ayurveda,2483,2574,Q-11 (SQ2Y),dadhi-mithyopayogaH,,,,
Ayurveda,2484,2575,Q-12 (SQ2Y),rasAtiyogaH,,,,
Ayurveda,2485,2576,Q-12.1,madhurarasAtiyogaH,"the disorder is characterized by sthaulyam [obesity], mārdavam [moistness/ softness of skin], ālasyam [lethargy], atisvapnam/atinidrā [excessive sleep], gauravam/gurutā [heaviness], anannābhilāṣā/aśraddhā [disinclination for food], agnidaurbalyam/agnisādaḥ [diminution of agni], āsyē māṁsābhivr̥ddhiḥ [fleshy growth in mouth/ face], kaṇṭhē māṁsābhivr̥ddhiḥ [fleshy growth in throat region], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough], pratiśyāyaḥ [cold, catarrh], alasakaḥ [clinical features of alasaka], śītajvaraḥ [fever with chills], ānāhaḥ [barborygmus with distention], āsyamādhuryaḥ/vadanamādhuryaḥ [sweetness in mouth], vamathuḥ/chardiḥ [vomiting], saṁjñāpraṇāśaḥ/visaṁjñatā [loss of conciousness], svarapraṇāśaḥ/svarōpaghātaḥ [loss of voice], galagaṇḍaḥ [glandular swelling in jaw, neck and throat region / goitre], gaṇḍamālā [series of nodules in neck region], ślīpadaḥ [elephantiasis], galaśōphaḥ [swelling in throat], basti-upalēpaḥ [feeling of coating in basti/urinary bladder], guda-upalēpaḥ [feeling of coating in anal region], dhamanī-upalēpaḥ [coating of blood vessels], gala-upalēpaḥ [mucus coating], akṣi-āmayaḥ/lōcana-gadaḥ [eye diseases], abhiṣyandaḥ [inflammation of eyes], kr̥miḥ [worms], arbudaḥ [tumor], pramēhaḥ/mēhaḥ [excessive urination], galarōgaḥ [diseases of throat], udardaḥ [circular elevated patches on body/urticaria], mūrdharuk [headache], pīnasaḥ [cold, catarrh], jvaraḥ [fever], udararōgaḥ [diseases of abdomen/ clinical features of udara], ṣṭhīvanam [Spitting/excess expectoration], sannyāsaḥ [complete exhaustion]","the disorder is characterized by sthaulyam [obesity], mārdavam [moistness/ softness of skin], ālasyam [lethargy], atisvapnam/atinidrā [excessive sleep], gauravam/gurutā [heaviness], anannābhilāṣā/aśraddhā [disinclination for food], agnidaurbalyam/agnisādaḥ [diminution of agni], āsyē māṁsābhivr̥ddhiḥ [fleshy growth in mouth/ face], kaṇṭhē māṁsābhivr̥ddhiḥ [fleshy growth in throat region], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough], pratiśyāyaḥ [cold, catarrh], alasakaḥ [clinical features of alasaka], śītajvaraḥ [fever with chills], ānāhaḥ [barborygmus with distention], āsyamādhuryaḥ/vadanamādhuryaḥ [sweetness in mouth], vamathuḥ/chardiḥ [vomiting], saṁjñāpraṇāśaḥ/visaṁjñatā [loss of conciousness], svarapraṇāśaḥ/svarōpaghātaḥ [loss of voice], galagaṇḍaḥ [glandular swelling in jaw, neck and throat region / goitre], gaṇḍamālā [series of nodules in neck region], ślīpadaḥ [elephantiasis], galaśōphaḥ [swelling in throat], basti-upalēpaḥ [feeling of coating in basti/urinary bladder], guda-upalēpaḥ [feeling of coating in anal region], dhamanī-upalēpaḥ [coating of blood vessels], gala-upalēpaḥ [mucus coating], akṣi-āmayaḥ/lōcana-gadaḥ [eye diseases], abhiṣyandaḥ [inflammation of eyes], kr̥miḥ [worms], arbudaḥ [tumor], pramēhaḥ/mēhaḥ [excessive urination], galarōgaḥ [diseases of throat], udardaḥ [circular elevated patches on body/urticaria], mūrdharuk [headache], pīnasaḥ [cold, catarrh], jvaraḥ [fever], udararōgaḥ [diseases of abdomen/ clinical features of udara], ṣṭhīvanam [Spitting/excess expectoration], sannyāsaḥ [complete exhaustion]",,
Ayurveda,2486,2577,Q-12.2,amlarasAtiyogaH,"the disorder is characterized by dantaharṣaḥ [tenderness or intolerance to be touched in teeth/ dental hyperasthesia], akṣisammīlanam [shutting of eyes], lōmasaṁvējanam [blistering], kaphavilāpanam/kaphavilayanam [melting of kapha/ mucous], pittavardhanam [increases pitta], raktaduṣṭiḥ [vitiation of rakta], māṁsavidāhaḥ [burning sensation in māṁsa/ inflammation in māṁsa], kāyaśaithilyam/tanuśaithilyam [laxity of body], kṣīṇānāṁ śvayathum āpādayati [swelling in thin/ emaciated], kṣatānāṁ śvayathum āpādayati [swelling in wounded/ exhausted], kr̥śānāṁ śvayathum āpādayati [swelling in thin], durbalānāṁ śvayathum āpādayati [swelling in weak], kṣataṁ pācayati [suppuration in wound], abhihataṁ pācayati [suppuration in beaten wounds], daṣṭaṁ pācayati [suppuration in bitten wounds], dagdhaṁ pācayati [suppuration in burnt wounds], bhagnaṁ pācayati [suppuration in fracture wounds], śūnaṁ pācayati [suppuration of oedema], pracyutaṁ pācayati [suppuration of lesion contaminated with excreta of poisonous animals], avamūtritaṁ pācayati [suppuration of lesions contaminated with urine of poisonous animals], parisarpitaṁ pācayati [suppuration of lesion contaminated with poisonus animals], marditaṁ pācayati [suppuration of bruises, crush injuries], chinnaṁ pācayati [suppuration of cuts, open wounds], bhinnaṁ pācayati [suppuration of pierced wounds], viśliṣṭaṁ pācayati [suppuration of dislocated lesions], udviddhaṁ pācayati [suppuration of elevated wounds], utpiṣṭaṁ pācayati [suppuration of crushed wounds], kaṇṭhaparidāhaḥ [burning sensation in kaṇṭha/ throat], uraḥ-paridāhaḥ [burning sensation in chest], hr̥daya-paridāhaḥ [burning sensation in cardiac region], kaṇḍūḥ [itching], pāṇḍutā [pallor], dr̥gvighātaḥ [impaired vision], kṣatavihatavisarpaḥ [spreading of wounds], raktapitaḥ [bleeding tendancy], pipāsā/tr̥ṭ [thirst], kr̥śānāṁ śvayathuḥ [oedema in emaciated], bhramaḥ [giddiness or dizziness], timiraḥ [errors of refraction/partial blindness], śōphaḥ [oedema], visphōṭaḥ [blisters], jvaraḥ [fever]","the disorder is characterized by dantaharṣaḥ [tenderness or intolerance to be touched in teeth/ dental hyperasthesia], akṣisammīlanam [shutting of eyes], lōmasaṁvējanam [blistering], kaphavilāpanam/kaphavilayanam [melting of kapha/ mucous], pittavardhanam [increases pitta], raktaduṣṭiḥ [vitiation of rakta], māṁsavidāhaḥ [burning sensation in māṁsa/ inflammation in māṁsa], kāyaśaithilyam/tanuśaithilyam [laxity of body], kṣīṇānāṁ śvayathum āpādayati [swelling in thin/ emaciated], kṣatānāṁ śvayathum āpādayati [swelling in wounded/ exhausted], kr̥śānāṁ śvayathum āpādayati [swelling in thin], durbalānāṁ śvayathum āpādayati [swelling in weak], kṣataṁ pācayati [suppuration in wound], abhihataṁ pācayati [suppuration in beaten wounds], daṣṭaṁ pācayati [suppuration in bitten wounds], dagdhaṁ pācayati [suppuration in burnt wounds], bhagnaṁ pācayati [suppuration in fracture wounds], śūnaṁ pācayati [suppuration of oedema], pracyutaṁ pācayati [suppuration of lesion contaminated with excreta of poisonous animals], avamūtritaṁ pācayati [suppuration of lesions contaminated with urine of poisonous animals], parisarpitaṁ pācayati [suppuration of lesion contaminated with poisonus animals], marditaṁ pācayati [suppuration of bruises, crush injuries], chinnaṁ pācayati [suppuration of cuts, open wounds], bhinnaṁ pācayati [suppuration of pierced wounds], viśliṣṭaṁ pācayati [suppuration of dislocated lesions], udviddhaṁ pācayati [suppuration of elevated wounds], utpiṣṭaṁ pācayati [suppuration of crushed wounds], kaṇṭhaparidāhaḥ [burning sensation in kaṇṭha/ throat], uraḥ-paridāhaḥ [burning sensation in chest], hr̥daya-paridāhaḥ [burning sensation in cardiac region], kaṇḍūḥ [itching], pāṇḍutā [pallor], dr̥gvighātaḥ [impaired vision], kṣatavihatavisarpaḥ [spreading of wounds], raktapitaḥ [bleeding tendancy], pipāsā/tr̥ṭ [thirst], kr̥śānāṁ śvayathuḥ [oedema in emaciated], bhramaḥ [giddiness or dizziness], timiraḥ [errors of refraction/partial blindness], śōphaḥ [oedema], visphōṭaḥ [blisters], jvaraḥ [fever]",,
Ayurveda,2487,2578,Q-12.3,lavaNarasAtiyogaH,"the disorder is characterized by pittakōpanam [vitiation of pitta], raktavardhanam [increase in rakta (quantitative- increase in volume)], tr̥ṣā/tr̥ṭ [thirst], mūrcchā [syncope/attacks of swooning], tāpaḥ/upatāpaḥ [hotness/ pyrexia], dāraṇam [cracking/ fissuring of skin], māṁsāni kuṣṇāti [suppuration of māṁsa], kuṣṭhapragālanam/kuṣṭhajananam [suppuration of skin diseases/ appearance of skin lesions], viṣavardhanam/viṣavr̥ddhiḥ [augmentation of effect of viṣa], śōphasphōṭanam [rupturing of swellings], dantacyāvanam [loosening of teeth, teethfall], puṁstvōpahananam/puṁstvōpaghātaḥ [impotence/loss of sexual vigor], indriyōparōdhaḥ [obstruction in the functioning of sense organs], valiḥ [wrinkles], palitaḥ [greying of hairs], khālityam/khalatiḥ [hair fall/ baldness], lōhitapittam/raktapittaḥ/asrapittam [signs of raktapitta], amlapittaḥ [amlapitta (hyperacidity)], visarpaḥ [spreading cellulitis/erysipelas], vātaraktaḥ/vātaśōṇitaḥ/asrapavanam [vātarakta], vicarcikā [vicharchika], indraluptaḥ [indralupta], gātrakaṇḍū [itching], kōṭhaḥ [wheal like skin eruptions], śōphaḥ/śvayathuḥ [odema], vaivarṇyam [discolouration], mukhapākaḥ [stomatitis], akṣipākaḥ [inflammation of eyes], amlikā [sour belching/eructation], kiṭibhaḥ [clinical features of kiṭibha], ākṣēparōdhaḥ [convulsions], kṣatavr̥ddhiḥ [agumentation of wounds], madavr̥ddhiḥ [augumentation of insanity], balakṣapaṇam [loss of physical strength or weakness], ōjaḥkṣapaṇam [diminution of ojas]","the disorder is characterized by pittakōpanam [vitiation of pitta], raktavardhanam [increase in rakta (quantitative- increase in volume)], tr̥ṣā/tr̥ṭ [thirst], mūrcchā [syncope/attacks of swooning], tāpaḥ/upatāpaḥ [hotness/ pyrexia], dāraṇam [cracking/ fissuring of skin], māṁsāni kuṣṇāti [suppuration of māṁsa], kuṣṭhapragālanam/kuṣṭhajananam [suppuration of skin diseases/ appearance of skin lesions], viṣavardhanam/viṣavr̥ddhiḥ [augmentation of effect of viṣa], śōphasphōṭanam [rupturing of swellings], dantacyāvanam [loosening of teeth, teethfall], puṁstvōpahananam/puṁstvōpaghātaḥ [impotence/loss of sexual vigor], indriyōparōdhaḥ [obstruction in the functioning of sense organs], valiḥ [wrinkles], palitaḥ [greying of hairs], khālityam/khalatiḥ [hair fall/ baldness], lōhitapittam/raktapittaḥ/asrapittam [signs of raktapitta], amlapittaḥ [amlapitta (hyperacidity)], visarpaḥ [spreading cellulitis/erysipelas], vātaraktaḥ/vātaśōṇitaḥ/asrapavanam [vātarakta], vicarcikā [vicharchika], indraluptaḥ [indralupta], gātrakaṇḍū [itching], kōṭhaḥ [wheal like skin eruptions], śōphaḥ/śvayathuḥ [odema], vaivarṇyam [discolouration], mukhapākaḥ [stomatitis], akṣipākaḥ [inflammation of eyes], amlikā [sour belching/eructation], kiṭibhaḥ [clinical features of kiṭibha], ākṣēparōdhaḥ [convulsions], kṣatavr̥ddhiḥ [agumentation of wounds], madavr̥ddhiḥ [augumentation of insanity], balakṣapaṇam [loss of physical strength or weakness], ōjaḥkṣapaṇam [diminution of ojas]",,
Ayurveda,2488,2579,Q-12.4,kaTurasAtiyogaH,"the disorder is characterized by puṁstvōpahananam [impotence/loss of sexual vigor], mōhaḥ [confusion/delirium], glapanam [fatigue in mind and body], sādaḥ/dēhasādaḥ [exhaustion or tirednes of body], kr̥śatā/atikarṣaṇam [emaciation], mūrcchā [syncope/attacks of swooning], namanam [bending of the body], tamaḥ [blackouts], bhramaḥ [giddiness or dizziness], kaṇṭhaparidāhaḥ [burning sensation in kaṇṭha/ throat], śarīratāpaḥ [burning sensation in body], balakṣayaḥ/balavighātaḥ/balaśōṣaḥ [loss of physical strength or weakness], tr̥ṣṇā [thirst], davathuḥ/davaḥ [burning sensation of eyes], tōdaḥ [pricking pain], bhēdaḥ [breaking type of pain], madaḥ [intoxication], galaśōṣaḥ [dryness in throat], tāluśōṣaḥ [dryness of palate], ōṣṭhaśōṣaḥ [dryness in lips], dāhaḥ [burnings sensation], santāpaḥ [burning sensation], kampaḥ [tremors], śukraśōṣaḥ [diminution of semen], saṁkōcaḥ/ākuṁcanam [contraction of body parts], kaṭivyathā [low backpain], karayōḥ mārutavikārōpajananam / vātaśūlōpajananam / anilasya tīvraṁ kōpam [vāta diseases in hands/ pain due to increased vāta], caraṇayōḥ mārutavikārōpajananam / vātaśūlōpajananam / anilasya tīvraṁ kōpam [vāta diseases in legs/ pain due to increased vāta], bhujayōḥ mārutavikārōpajananam [vāta diseases of arms], pārśvayōḥ mārutavikārōpajananam / vātaśūlōpajananam / anilasya tīvraṁ kōpam [vāta diseases of sides of chest/ flanks], pr̥ṣṭhē mārutavikārōpajananam / vātaśūlōpajananam / anilasya tīvraṁ kōpam / pr̥ṣṭhavyathā [vāta diseases of back/ severe back pain]","the disorder is characterized by puṁstvōpahananam [impotence/loss of sexual vigor], mōhaḥ [confusion/delirium], glapanam [fatigue in mind and body], sādaḥ/dēhasādaḥ [exhaustion or tirednes of body], kr̥śatā/atikarṣaṇam [emaciation], mūrcchā [syncope/attacks of swooning], namanam [bending of the body], tamaḥ [blackouts], bhramaḥ [giddiness or dizziness], kaṇṭhaparidāhaḥ [burning sensation in kaṇṭha/ throat], śarīratāpaḥ [burning sensation in body], balakṣayaḥ/balavighātaḥ/balaśōṣaḥ [loss of physical strength or weakness], tr̥ṣṇā [thirst], davathuḥ/davaḥ [burning sensation of eyes], tōdaḥ [pricking pain], bhēdaḥ [breaking type of pain], madaḥ [intoxication], galaśōṣaḥ [dryness in throat], tāluśōṣaḥ [dryness of palate], ōṣṭhaśōṣaḥ [dryness in lips], dāhaḥ [burnings sensation], santāpaḥ [burning sensation], kampaḥ [tremors], śukraśōṣaḥ [diminution of semen], saṁkōcaḥ/ākuṁcanam [contraction of body parts], kaṭivyathā [low backpain], karayōḥ mārutavikārōpajananam / vātaśūlōpajananam / anilasya tīvraṁ kōpam [vāta diseases in hands/ pain due to increased vāta], caraṇayōḥ mārutavikārōpajananam / vātaśūlōpajananam / anilasya tīvraṁ kōpam [vāta diseases in legs/ pain due to increased vāta], bhujayōḥ mārutavikārōpajananam [vāta diseases of arms], pārśvayōḥ mārutavikārōpajananam / vātaśūlōpajananam / anilasya tīvraṁ kōpam [vāta diseases of sides of chest/ flanks], pr̥ṣṭhē mārutavikārōpajananam / vātaśūlōpajananam / anilasya tīvraṁ kōpam / pr̥ṣṭhavyathā [vāta diseases of back/ severe back pain]",,
Ayurveda,2489,2580,Q-12.5,tiktarasAtiyogaH,"the disorder is characterized by dhātukṣayaḥ [diminution of dhatu/ emaciation], rasam ucchōṣayati [drying up of rasadhatu], rudhiram ucchōṣayati [drying up of raktadhatu], māṁsam ucchōṣayati [drying up of mamsadhatu], mēdasam ucchōṣayati [drying up of mēdadhatu], asthim ucchōṣayati [drying up of asthi dhatu], majjānam ucchōṣayati [drying up of majja dhatu], śukram ucchōṣayati [drying up of śukra dhatu], srōtasāṁ kharatvam [rough/ hardness in srōtasa/ channels], balakṣayaḥ [loss of physical strength or weakness], kr̥śatā [emaciation], glapanam/glāniḥ [fatigue in mind and body], mōhaḥ [confusion/delirium], bhramaḥ [giddiness or dizziness], vadanōpaśōṣaḥ [dryness in mouth], vātavikārōpajananam/vātarōgaḥ [diseases of vāta], gātrastambhaḥ [stiffness of body parts], manyāstambhaḥ [torticollis/stiffness of neck], ākṣēpakaḥ [convulsion], arditaḥ [facial paralysis], śiraḥśūlam [headache], tōdaḥ [pricking pain], bhēdaḥ [breaking type of pain], chēdaḥ [cutting type of pain], āsyavairasyaḥ [distaste of mouth], mūrcchā [syncope/attacks of swooning], paruṣatvam [roughness in body]","the disorder is characterized by dhātukṣayaḥ [diminution of dhatu/ emaciation], rasam ucchōṣayati [drying up of rasadhatu], rudhiram ucchōṣayati [drying up of raktadhatu], māṁsam ucchōṣayati [drying up of mamsadhatu], mēdasam ucchōṣayati [drying up of mēdadhatu], asthim ucchōṣayati [drying up of asthi dhatu], majjānam ucchōṣayati [drying up of majja dhatu], śukram ucchōṣayati [drying up of śukra dhatu], srōtasāṁ kharatvam [rough/ hardness in srōtasa/ channels], balakṣayaḥ [loss of physical strength or weakness], kr̥śatā [emaciation], glapanam/glāniḥ [fatigue in mind and body], mōhaḥ [confusion/delirium], bhramaḥ [giddiness or dizziness], vadanōpaśōṣaḥ [dryness in mouth], vātavikārōpajananam/vātarōgaḥ [diseases of vāta], gātrastambhaḥ [stiffness of body parts], manyāstambhaḥ [torticollis/stiffness of neck], ākṣēpakaḥ [convulsion], arditaḥ [facial paralysis], śiraḥśūlam [headache], tōdaḥ [pricking pain], bhēdaḥ [breaking type of pain], chēdaḥ [cutting type of pain], āsyavairasyaḥ [distaste of mouth], mūrcchā [syncope/attacks of swooning], paruṣatvam [roughness in body]",,
Ayurveda,2490,2581,Q-12.6,kaShAyarasAtiyogaH,"the disorder is characterized by āsyaśōṣaḥ [dryness in mouth], hr̥dayapīḍanam [pain in the pericordial region/ angina pectoris], udarādhmāpanam/udarādhmānam/ādhmānam [abdominal distention], vācaṁ nigr̥hṇāti/vākyagrahaḥ [chocked voice], srōtāṁsi avabadhnāti/srōtōbandham/srōtōrōdhaḥ [obstruction to flow of srōtas], śyāvatvam [brownish discolouration], puṁstvam upahanti / pauruṣabhraṁśaḥ [impotence/loss of sexual vigor], viṣṭabhya jarāṁ gacchati [early aging], vātam avagr̥hṇāti / vātasaṅgaḥ [obstuction to flow of vāyu], mūtram avagr̥hṇāti / mūtrasaṅgaḥ [urinary retention], purīṣam avagr̥hṇāti / viṭsaṅgaḥ [constipation], rētāṁsi avagr̥hṇāti [obstruction to flow of semen], karśayati/kārśyam [emaciation], glapayati [fatigue in mind and body], tarṣayati/tr̥ṣṇā/tr̥ṭ [thirst], stambhayati/stambhaḥ [stiffness], pakṣavadhaḥ/pakṣāghātaḥ [hemiplegia/ hemiparesis], grahaḥ [rigidity], apatānakaḥ [spasmodic contractions /convulsions of body], arditaḥ [facial paralysis], hr̥tpīḍā/hr̥druk [precordial pain/cardiac pain], manyāstambhaḥ [torticollis/stiffness of neck], gātrasphuraṇam [flickering/ twitching in various parts of body], cumucumāyanam [skin irritation as if application of mustard paste], ākuñcanam [contractions], ākṣēpaṇam / ākṣēpakaḥ [convulsion], śukrōparōdham [obstruction to flow of semen], viṣṭambhaḥ [constipation/fullness in the abdomen], malagrahaḥ [constipation]","the disorder is characterized by āsyaśōṣaḥ [dryness in mouth], hr̥dayapīḍanam [pain in the pericordial region/ angina pectoris], udarādhmāpanam/udarādhmānam/ādhmānam [abdominal distention], vācaṁ nigr̥hṇāti/vākyagrahaḥ [chocked voice], srōtāṁsi avabadhnāti/srōtōbandham/srōtōrōdhaḥ [obstruction to flow of srōtas], śyāvatvam [brownish discolouration], puṁstvam upahanti / pauruṣabhraṁśaḥ [impotence/loss of sexual vigor], viṣṭabhya jarāṁ gacchati [early aging], vātam avagr̥hṇāti / vātasaṅgaḥ [obstuction to flow of vāyu], mūtram avagr̥hṇāti / mūtrasaṅgaḥ [urinary retention], purīṣam avagr̥hṇāti / viṭsaṅgaḥ [constipation], rētāṁsi avagr̥hṇāti [obstruction to flow of semen], karśayati/kārśyam [emaciation], glapayati [fatigue in mind and body], tarṣayati/tr̥ṣṇā/tr̥ṭ [thirst], stambhayati/stambhaḥ [stiffness], pakṣavadhaḥ/pakṣāghātaḥ [hemiplegia/ hemiparesis], grahaḥ [rigidity], apatānakaḥ [spasmodic contractions /convulsions of body], arditaḥ [facial paralysis], hr̥tpīḍā/hr̥druk [precordial pain/cardiac pain], manyāstambhaḥ [torticollis/stiffness of neck], gātrasphuraṇam [flickering/ twitching in various parts of body], cumucumāyanam [skin irritation as if application of mustard paste], ākuñcanam [contractions], ākṣēpaṇam / ākṣēpakaḥ [convulsion], śukrōparōdham [obstruction to flow of semen], viṣṭambhaḥ [constipation/fullness in the abdomen], malagrahaḥ [constipation]",,
Ayurveda,2491,2582,R (SQ8Y),vihAravaiShamyam,,,,
Ayurveda,2492,2583,RA,nidrA-vaiShamyam,,,,
Ayurveda,2493,2584,SQ24 (RA-1),nidrAnASaH/asvapnaH,"It is characterised by loss of sleep, heaviness of head, body pain.","It is characterised by loss of sleep, heaviness of head, body pain. This may be explained by: (a) It is caused due to increased vata.",,
Ayurveda,2494,2585,RA-2 (SQ2Y),akAlaSayanam,,,,
Ayurveda,2495,2586,RA-3,divAsvapnaH,,,,
Ayurveda,2496,2587,RA-4 (SQ2Y),divAsvapna-upadravaH,,,,
Ayurveda,2497,2588,RB (SQ8Y),RutucaryA-vaiShamyam,,,,
Ayurveda,2498,2589,RB-1 (SQ8Y),Rutu-apacAraH,,,,
Ayurveda,2499,2591,RC,snAna-vaiShamyam,,,,
Ayurveda,2500,2592,RC-1,uShNajala-SiraHsnAnaH,"the disorder is characterized by kēśa-balahr̥t [loss of hair strength], cakṣuḥ-balahr̥t [loss of eye strength]","the disorder is characterized by kēśa-balahr̥t [loss of hair strength], cakṣuḥ-balahr̥t [loss of eye strength]",,
Ayurveda,2501,2593,RD,vegAvarodhaH,,,,
